id,w,k,n,ll_token,u_mass,c_v,c_uci,c_npmi
-936437701764396487,33,13,2260,-8.37405,-3.2264502315736503,0.36765194999971756,-3.7741049443599457,-0.08573782276997678
6630759430302639799,39,15,2290,-8.38621,-3.984103911266603,0.3786673844820463,-4.322560181577351,-0.09718045400826932
4108364171375757448,37,6,2170,-8.39465,-2.3704949235106434,0.33763965132308654,-1.9984335160829214,-0.04889423417833843
6159494290098377910,40,23,2090,-8.41368,-4.159204359957157,0.36180088089550905,-5.161910981216956,-0.1285698092466873
-8503649958625706163,43,23,2160,-8.4081,-4.437419032581891,0.3626726119993163,-5.364229708926975,-0.1366806098646984
-2668913709279808645,49,11,2160,-8.39528,-3.28644402316164,0.3341200619276613,-4.188067709205179,-0.10474963804765505
-2987555203782269583,30,8,2080,-8.41239,-2.8956708583321578,0.37185020778559424,-2.7390578118787854,-0.059745890866475665
-8503657530649642745,43,17,2100,-8.39059,-3.6685221364415064,0.3939636606381783,-4.597034454031029,-0.10841513063673144
-3930130887038090699,48,24,2250,-8.39951,-4.1552163080703455,0.39149837047400576,-5.397268682170662,-0.13299521479711632
-1726353165015548033,31,11,2150,-8.39132,-3.2225956179918147,0.37136155884178945,-3.2822601094796653,-0.07139572170789164
-5981253443495225003,45,15,2170,-8.38822,-3.401838504780012,0.3698255774922718,-4.009130211760629,-0.0917252371604867
4108376783233900974,37,12,2190,-8.3723,-3.1073337456900436,0.3741316720255922,-3.4814442990596657,-0.07832080803019263
1585960084037261964,35,24,2190,-8.36744,-4.357817365455923,0.37489500726035835,-5.200858880756489,-0.12993627537106286
7420713985814151018,41,10,2240,-8.46009,-2.7584804305806405,0.350638397293324,-3.1711757713594735,-0.07756995092511106
-936409955407121401,33,23,2120,-8.38385,-3.907569973945069,0.39107040289670353,-4.759262535522149,-0.11242829252924491
-4720016081603212257,46,18,2100,-8.39507,-3.789893945807163,0.3603455497778292,-5.06330599019404,-0.12575598179774428
6630760691683716364,39,14,2260,-8.38167,-3.3908387529250836,0.3733221219058631,-4.152205227323981,-0.09987675837507702
4108362905520892723,37,7,2120,-8.44473,-2.6010750404511174,0.3301133622837065,-2.4550432113279257,-0.058619375040966815
1585949989721852048,35,16,2210,-8.38118,-4.019317880896162,0.3659622026959761,-4.577759343236814,-0.11115315179836405
1585982782703239650,35,10,2010,-8.43129,-3.0912207602586084,0.3538885331272612,-3.328853533079685,-0.07780912314039287
8681917290754960719,42,8,2230,-8.45072,-2.35929985447538,0.35063226093850863,-2.659924485726009,-0.0670228261727486
-2668904880623535222,49,12,2190,-8.39157,-3.3482737188573473,0.37140458557347583,-3.9829405004363756,-0.09788588352925741
7420690027833893693,41,21,2120,-8.40022,-4.290133404092999,0.3756015675162062,-5.3308422251586975,-0.13314175352963215
-3458839261878601171,47,5,2050,-8.42428,-2.607951359872003,0.3469814153786671,-2.7061365052778945,-0.07676061021844424
6630748074526929986,39,20,2280,-8.39842,-3.821945855026475,0.37178301479174153,-4.882353761864783,-0.11991024155954282
1585960084181728040,35,24,2050,-8.37858,-4.475937014443068,0.3949401891990047,-5.072364824142578,-0.12602843637849218
7420713985800170430,41,10,2300,-8.47428,-2.7739030272949408,0.3462458774838799,-3.1093853264488893,-0.07582361775480445
-1726387217360147332,31,22,2100,-8.37269,-4.151538316205947,0.3716704458398525,-5.042576993851809,-0.12301342796655365
8681887024012232463,42,16,2030,-8.38781,-3.7314399112621306,0.36917884997551215,-4.476237283748283,-0.10382884109813904
-2987551420119040076,30,15,2210,-8.37074,-3.2924315228649776,0.38344927525239725,-3.8292364003486408,-0.08397803399813573
-3458810259173261200,47,18,2260,-8.38094,-3.7428079846745725,0.39025378920437764,-4.9776004050547975,-0.123433419382604
-4720024909909970980,46,11,2110,-8.39494,-3.160889470396045,0.3404029742404913,-4.095018465279032,-0.1036606390514224
2847179779818277816,36,15,2080,-8.36971,-3.5231071915233727,0.3624229671753475,-3.935606748883693,-0.0872653806981249
6630769519706203131,39,7,2150,-8.44371,-2.2692188682132097,0.3564130991320794,-2.214293020045331,-0.05057516903551026
-3458829172349212547,47,13,2090,-8.39512,-3.6526794420443998,0.34415074668084483,-4.231534180929663,-0.10462403584630821
2847182304528392874,36,9,2020,-8.44032,-2.8610555056521756,0.3507542226844213,-2.9738807981634796,-0.07236863931429285
5369557385323876981,38,20,2040,-8.40012,-4.605409354854257,0.3750831663772348,-5.175621174060546,-0.13309099047889927
-7242452964782125589,44,18,2210,-8.40338,-3.561313960160947,0.3732701012184776,-4.610087430108072,-0.10830783740943195
8681879459411988109,42,22,2050,-8.4013,-3.5427624845485095,0.38469531499228116,-4.814162081479633,-0.11448236252463694
-2197605692839724444,32,21,2290,-8.36777,-3.810257739390628,0.37103308400340235,-4.679068966295406,-0.11089861109759439
7420717769335244547,41,15,2060,-8.40283,-3.409814978346296,0.3732463499030633,-4.058876611295314,-0.09578704599538433
-3458829172197756177,47,13,2220,-8.39996,-3.2940776545715567,0.3576803644285811,-4.045731312991206,-0.10138357568769402
324787047866365779,34,18,2300,-8.38931,-3.9254784664242823,0.36511732624406235,-4.318225322597378,-0.09865774974169055
6159516986856005334,40,9,2260,-8.41083,-2.998548122230306,0.36101258391188773,-3.272543245875983,-0.07791895019478712
-2668920017417813312,49,16,2040,-8.41706,-3.6728846572441243,0.3595628728337221,-4.868108242527226,-0.12098933504994411
-936442741889865681,33,9,2090,-8.43275,-2.6063697554948275,0.37832897244525177,-2.413103958768177,-0.051839229876160395
-4720026171232795095,46,10,2150,-8.41332,-3.003239141217733,0.37161306458629895,-3.537411622947326,-0.08375363603195769
5369578826495381566,38,5,2010,-8.38355,-2.399270012084287,0.334365229590622,-1.902042794106018,-0.047235102448675806
-8503657530526147551,43,17,2190,-8.39052,-3.903405657807348,0.3800684829490538,-4.766240013525087,-0.11873243327225265
-1726353164966615975,31,11,2060,-8.37005,-3.176806225416631,0.36485663562782916,-3.4313370112760833,-0.07797222503831211
-7242458009358081963,44,22,2300,-8.4077,-4.425221217475697,0.3861358062478111,-5.396066308232219,-0.1373398132481534
-2197634696020404407,32,14,2180,-8.36363,-3.383547996735698,0.387830923546619,-3.7214838194401776,-0.08374928036110976
2847149510822344794,36,23,2250,-8.37983,-3.6724559709671327,0.38490202326280615,-4.58116531865059,-0.1079264906799593
-2197642262927445781,32,8,2160,-8.42603,-2.5878344285110257,0.3300653183078715,-2.3917235440442863,-0.0533100984095757
5369561165734289680,38,11,2290,-8.38873,-3.1487241994431603,0.35448242714884726,-3.4689993423183423,-0.08339659225400636
-4720021126551984311,46,14,2250,-8.37921,-3.665032831902486,0.37006195870267716,-4.320304929718547,-0.10463952905892258
-2987561514525323814,30,7,2300,-8.42095,-2.739206240875382,0.3328353683573752,-2.60315842861757,-0.0628855123112133
-2668913709361362075,49,11,2250,-8.41063,-3.180632548604258,0.3745170965191857,-4.0370593214245325,-0.09824416023277434
-1726351899013887134,31,10,2110,-8.42852,-2.8555759686122726,0.35429572327181097,-2.9776977820227324,-0.06341029816522939
-8503646178077817682,43,8,2020,-8.44844,-2.625186539629819,0.3390659372606378,-2.4362234070998716,-0.05543681917679751
324756779198976575,34,10,2200,-8.43453,-2.6788898909088705,0.36020138261567547,-2.3673021642109804,-0.047541526899017264
6630746815753233083,39,21,2040,-8.3914,-3.902495971887034,0.3874871451261937,-4.788945548189178,-0.11411077203274035
2847149510892247734,36,23,2190,-8.38912,-3.7757284084537703,0.37551675055512,-4.617108745563862,-0.10979423036020967
-4720016081670785099,46,18,2170,-8.39292,-3.9178484094120063,0.36297911443066483,-5.109846972792292,-0.1292119315198465
-936409955488674831,33,23,2050,-8.37939,-3.9885483029294364,0.3839080011098448,-5.053050609284162,-0.12381658769488535
1585949989616997638,35,16,2300,-8.35755,-3.87878906776989,0.36335307251214355,-4.172543746505302,-0.09567273967588336
-3458802687179615892,47,24,2170,-8.40321,-4.21132774045173,0.3725796601705029,-5.531338479037667,-0.1404814246368891
-1726384694898576844,31,16,2170,-8.37907,-3.654635096430174,0.36004190235279887,-4.208016384385516,-0.10158238848638385
-2987555203728677329,30,8,2130,-8.41145,-2.686017730940107,0.37540472606061076,-2.6735086229984946,-0.06084124047560305
6159513203234717591,40,6,2230,-8.44599,-2.4442841677020897,0.3159344121659584,-2.1580567723021398,-0.04950156484968218
324787045783258167,34,18,2040,-8.36531,-3.894998555361445,0.38901618418150186,-4.557573015758251,-0.10535191611998104
8681879459516842519,42,22,2140,-8.39987,-3.775954995711947,0.3841818995814304,-4.842157229141197,-0.11253974269860724
-2987582955179546643,30,22,2270,-8.37874,-4.077397651505591,0.37729053797673107,-4.624480450394066,-0.10621904222206066
-2987551420293797426,30,15,2120,-8.36562,-3.5013873526676815,0.38396143165430635,-3.9830772409538033,-0.09010560246446242
-936442742052972541,33,9,2230,-8.44062,-2.8155638432772783,0.37311802263831323,-2.5946099286804474,-0.05784051863627536
324779476136021545,34,24,2100,-8.37377,-4.11422368978582,0.3930611275381013,-4.876564707899462,-0.11527603997318282
-8503649958448618715,43,23,2280,-8.41128,-3.8074374628023544,0.37729096330268697,-4.829925158789249,-0.11209658386525007
-2668913709214565901,49,11,2120,-8.38425,-3.3628527962957935,0.35441738785129784,-4.003861728148499,-0.10062735087155468
-5981244614871572952,45,8,2300,-8.44778,-2.532655799232017,0.35240996245056777,-2.5605037901574432,-0.06004898369483037
-2197642263032300191,32,8,2070,-8.43653,-2.635114360897613,0.319484649931291,-2.459521826386453,-0.05507619324651652
1585952513322840458,35,18,2010,-8.39766,-3.4719757390601065,0.38218707190693013,-4.0248052721758185,-0.0898343186569879
6159495546562947695,40,24,2060,-8.39102,-4.651406425700969,0.3839236975777445,-5.983272013518081,-0.15925357450497143
-936438958266247840,33,14,2070,-8.37947,-3.22990005813759,0.366584759762847,-3.761547122025687,-0.08656152502066271
4108364169996339432,37,6,2010,-8.38247,-2.3800690689657236,0.35031843282990144,-2.124844252402204,-0.05159042452889445
-5981254699806008320,45,16,2140,-8.39575,-3.420043207395337,0.3798703351043433,-4.403542657071691,-0.1074273726959706
7420715251860083779,41,9,2190,-8.45841,-3.0408846516989994,0.34988763657731725,-3.2597887461308184,-0.08317117328151043
6630750601907337352,39,22,2080,-8.38955,-4.03974910259632,0.3804322537921792,-5.239936108222244,-0.12784318223279992
4108376783327104894,37,12,2270,-8.38636,-3.022810939743801,0.3786681290698853,-3.5881100991745325,-0.08186643158227279
-8503657530677603921,43,17,2060,-8.39726,-3.7175503488256734,0.38092197293475977,-4.782164487230592,-0.11565511519318987
-2668896052377359047,49,5,2060,-8.44356,-2.039704220964927,0.3537954864986,-1.9543462419764996,-0.04930680876285932
-4720026171416872837,46,10,2040,-8.41721,-3.117420956126848,0.37103448255585947,-3.858584351878151,-0.09598244415672738
